ID,Y,X,Ca,Mg,Na,K,HCO3,CO3,Cl,SO4,cat_hex,an_hex,diamond_hex,Ca_meqL,Mg_meqL,Na_meqL,K_meqL,HCO3_meqL,CO3_meqL,Cl_meqL,SO4_meqL,anions,cations,NaK_meqL,NaK,EC,CBE,maj_cation,maj_anion,water_type,Alkcalc,TDScalc
371,-27.39356624,151.38390880000003,28.0,61.0,760.0,2.6,540.0,18.5,760.0,510.0,#23ff39,#a3ffab,#4effe0,1.397275313139378,5.0195433038469455,33.05818484118674,0.06649905494612297,8.849972319253245,0.6165721256074068,21.437013259920963,10.617965597791464,41.52152330257307,72.66618640925205,33.12468389613286,761.8677296110558,-31.144663106678976,-0.27274969596359,Na,Cl,Na-Cl,577.0,2467.0677296110557
372,-27.39638487,151.4421743,68.0,134.0,839.0,2.0,729.0,3.6,1120.0,300.0,#41ff69,#87ff67,#70ebff,3.3933829033384897,11.026537749434272,36.49449616020483,0.051153119189325365,11.947462630991883,0.1199816028209008,31.59138796198879,6.2458621163479195,49.904694312149495,87.51121921156107,36.545649279394155,840.5499334260655,-37.606524899411575,-0.27366935848316226,Na,Cl,Na-Cl,736.2,2904.269933426066
373,-27.39853301,151.4948449,24.0,41.0,400.0,1.4,650.0,10.0,400.0,37.0,#30ff49,#fbff42,#76ff7f,1.197664554119467,3.3737914009463075,17.399044653256176,0.035807183432527756,10.65274445836039,0.33328223005805774,11.28263855785314,0.7703229943495767,23.038988240621162,39.44115962844318,17.434851836688704,401.0015922438402,-16.40217138782202,-0.2625181269128076,Na,Cl,Na-Cl,670.0,1305.0015922438402
374,-27.39879456,151.521587,32.0,41.0,365.0,1.0,600.0,9.4,395.0,31.0,#3cff51,#efff40,#84ff93,1.5968860721592892,3.3737914009463075,15.876628246096262,0.025576559594662682,9.833302576948052,0.3132852962545743,11.141605575879975,0.6454057520226184,21.93359920110522,36.775087084487446,15.902204805690925,365.7507105308913,-14.841487883382225,-0.25279884157490307,Na,Cl,Na-Cl,618.8,1236.0307105308912
375,-27.43083997,151.2683461,23.0,25.0,125.0,0.9,395.0,8.7,73.0,13.0,#6aff87,#ff652f,#d4ff7f,1.1477618643644891,2.057189878625797,5.4372014541425555,0.023018903635196413,6.473590863157467,0.2899555401505102,2.059081536808198,0.2706540250417432,9.093281965157919,14.125392458545791,5.460220357777752,125.58506822888829,-5.032110493387872,-0.21672686396991903,Na,HCO3,Na-HCO3,412.4,507.02506822888824
376,-27.19341675,151.3169249,108.0,104.0,890.0,3.7,565.0,21.0,1400.0,147.0,#48ff57,#5aff38,#5cdbff,5.389490493537601,8.557909895083316,38.712874353494996,0.09463327050025193,9.259693259959414,0.6998926831219213,39.48923495248599,3.0604724370104806,52.509293332577805,91.56241563661142,38.80750762399525,892.5726753518908,-39.053122304033614,-0.2710672524359755,Na,Cl,Na-Cl,607.0,3015.7726753518905
377,-27.22768913,151.2453315,35.0,45.0,664.0,4.3,399.0,10.0,947.0,66.0,#25ff33,#59ff2f,#47ffed,1.7465941414242225,3.7029417815264347,28.882414124405255,0.10997920625704953,6.539146213670454,0.33328223005805774,26.711646785717306,1.3740896655965424,34.958164895042366,63.434322584275264,28.992393330662303,666.825046605233,-28.4761576892329,-0.28941394225060796,Na,Cl,Na-Cl,419.0,2011.2250466052328
378,-27.22773469,151.2467409,506.0,597.0,2750.0,7.5,224.0,1.1,6200.0,520.0,#6cff8f,#10ff19,#2a5aff,25.25076101601876,49.12569430158403,119.61843199113622,0.1918241969599701,3.6710996287272724,0.03666104530638636,174.88089764672367,10.826161001669728,189.41481932242704,313.9969676937952,119.81025618809619,2755.6358923262123,-124.58214837136819,-0.24747562847064122,Na,Cl,Na-Cl,226.2,10714.355892326212
379,-27.277455199999995,151.3430174,67.0,125.0,918.0,3.5,515.0,7.3,1380.0,254.0,#3bff5c,#57ff47,#52d4ff,3.3434802135835118,10.285949393128986,39.93080747922293,0.08951795858131939,8.440251378547078,0.24329602794238217,38.925103024593334,5.288163258507906,52.89681368959071,93.670080482321,40.020325437804246,920.4674850694977,-40.77326679273029,-0.27818878896967264,Na,Cl,Na-Cl,529.6,3064.2274850694976
380,-27.278183600000002,151.3427597,43.0,54.0,683.0,4.8,350.0,10.0,1050.0,85.0,#2cff3b,#4bff2e,#44f6ff,2.145815659464045,4.443530137831722,29.708868745434923,0.12276748605438087,5.736093169886363,0.33328223005805774,29.61692621436449,1.769660932965244,37.45596254727416,66.25261826027437,29.831636231489306,686.127633324254,-28.796655713000213,-0.27766897867822543,Na,Cl,Na-Cl,370.0,2140.127633324254
381,-27.19055167,151.275578,32.0,56.0,530.0,3.6,330.0,9.2,790.0,68.0,#31ff4a,#5aff34,#53f7ff,1.5968860721592892,4.608105328121786,23.053734165564435,0.09207561454078565,5.408316417321428,0.3066196516534131,22.28321115175995,1.4157287463721953,29.41387596710699,52.49661096049152,23.14580978010522,532.3536249424201,-23.082734993384534,-0.28180439232143245,Na,Cl,Na-Cl,348.4,1687.39362494242
382,-27.191074600000004,151.27497019999998,60.0,75.0,560.0,4.0,430.0,8.0,870.0,115.0,#47ff5f,#69ff42,#65e2ff,2.9941613852986673,6.1715696358773915,24.35866251455865,0.10230623837865073,7.0472001801461035,0.2666257840464462,24.53973886333058,2.394247144600036,34.247811972123166,58.08766852705067,24.4609687529373,562.602281317558,-23.8398565549275,-0.2581873882720609,Na,Cl,Na-Cl,446.0,1950.202281317558
383,-27.160415500000003,151.15727900000002,20.5,15.5,57.0,1.6,155.0,0.6,76.0,3.9,#9effad,#ffe23b,#f7ffea,1.0230051399770448,1.2754577247479943,2.4793638630890054,0.040922495351460295,2.5402698323782467,0.019996933803483465,2.1437013259920965,0.08119620751252296,4.7851642996863495,7.339035581605971,2.520286358440466,57.96658624413071,-2.553871281919622,-0.21064245945501556,Na,HCO3,Na-HCO3,156.2,267.58658624413073
384,-28.14666289,151.878122,51.4,26.7,53.6,1.5,364.1,1.6,35.6,0.6,#fff6ef,#ff3c1a,#ffaf54,2.564998253405858,2.1970787903723514,2.331471983536328,0.038364839391994025,5.967175780444643,0.053325156809289245,1.0041548316489295,0.01249172423269584,7.037147493135557,9.501750689634854,2.369836822928322,54.50624692735141,-2.4646031964992963,-0.14901858450684613,Ca,HCO3,Ca-HCO3,367.3,389.18624692735136
385,-28.15421363,151.8766905,56.9,33.7,64.4,1.3,390.0,1.9,64.4,0.7,#fffffc,#ff5e25,#ffab72,2.8394630470582363,2.773091956387575,2.801246189174245,0.03324952747306149,6.391646675016234,0.06332362371103097,1.8165048078143555,0.014573678271478478,8.286048784813099,11.281546436740424,2.8344957166473064,65.19340148288805,-2.995497651927325,-0.15308460840542185,Ca,HCO3,Ca-HCO3,393.8,457.17340148288804
386,-28.16330747,151.87509680000002,29.0,16.0,57.0,1.6,245.0,1.9,38.0,9.3,#bdffb6,#ff5a2f,#fff682,1.447178002894356,1.3166015223205103,2.4793638630890054,0.040922495351460295,4.0152652189204545,0.06332362371103097,1.0718506629960483,0.19362172560678553,5.34406123123432,7.804352242095797,2.520286358440466,57.96658624413071,-2.4602910108614777,-0.18711694881301574,Na,HCO3,Na-HCO3,248.8,299.5465862441307
387,-28.1383656,151.87959180000001,41.0,30.0,170.0,1.6,365.0,3.1,195.0,9.2,#75ff7e,#ffee3b,#caffc3,2.0460102799540896,2.4686278543509568,7.394593977633876,0.040922495351460295,5.981925734310065,0.10331749131799792,5.500286296953406,0.19153977156800286,11.777069294149472,19.38567108027572,7.435516472985336,171.01687887866274,-7.608601786126249,-0.244157018757263,Na,HCO3,Na-HCO3,371.2,668.9368788786627
388,-28.21460488,152.0468103,471.0,279.0,753.5,5.7,643.7,4.1,2336.0,93.8,#d7ffd5,#3bff20,#6e51ff,23.50416687459454,22.9582390454639,32.775450365571324,0.1457863896895773,10.549494781302435,0.13664571432380368,65.89060917786233,1.9528728883781161,78.52962256186667,112.30487943058023,32.9212367552609,757.1884453710007,-33.775256868713555,-0.17698716173478082,Na,Cl,Na-Cl,651.9000000000001,4328.128445371001
389,-27.43282588,151.4029678,120.0,290.0,1700.0,3.5,365.0,8.8,3100.0,710.0,#3eff6d,#2eff41,#3093ff,5.9883227705973345,23.86340259205925,73.94593977633876,0.08951795858131939,5.981925734310065,0.29328836245109086,87.44044882336183,14.781873675356744,108.49753659547974,177.92264083249677,74.03545773492009,1702.815527903162,-69.42510423701702,-0.24238901344328204,Na,Cl,Na-Cl,382.6,6152.375527903162
390,-27.53056396,151.50367590000002,604.0,577.7,3647.0,15.7,308.2,2.0,7400.0,933.3,#5eff71,#16ff24,#2973ff,30.141224612006585,47.537543715284926,158.6357896260632,0.4015519856362041,5.051039757025649,0.06665644601161155,208.72881332028308,19.43087704395838,233.27738656727874,395.75345155069033,159.03734161169942,3657.8588570690868,-162.4760649834116,-0.2582958658585522,Na,Cl,Na-Cl,312.2,13360.178857069086
391,-27.17047715,151.149574,17.5,11.5,125.0,2.1,325.0,3.3,64.0,12.0,#45ff47,#ff6c32,#b0ff69,0.8732970707121113,0.9463073441678667,5.4372014541425555,0.053710775148791634,5.326372229180195,0.10998313591915905,1.8052221692565023,0.2498344846539168,7.491412019009773,12.801428873462672,5.4909122292913475,126.290981273701,-5.3100168544529,-0.2616694667143737,Na,HCO3,Na-HCO3,331.6,430.250981273701
392,-27.16974859,151.1495182,19.0,13.0,85.0,1.3,245.0,3.3,47.0,4.3,#6bff70,#ff692c,#cfff7b,0.948151105344578,1.0697387368854145,3.697296988816938,0.03324952747306149,4.0152652189204545,0.10998313591915905,1.3257100305477438,0.08952402366765351,5.540482409055011,9.478982874809992,3.730546516289999,85.80256987466998,-3.9385004657549807,-0.26222641028279503,Na,HCO3,Na-HCO3,251.6,320.06256987467
393,-27.16863576,151.151592,20.5,16.0,50.0,1.5,145.0,0.2,79.0,4.3,#aeffc0,#fff43c,#fff8fb,1.0230051399770448,1.3166015223205103,2.174880581657022,0.038364839391994025,2.376381456095779,0.006665644601161156,2.228321115175995,0.08952402366765351,4.700892239540589,6.766097504395589,2.2132454210490162,50.904644684127376,-2.065205264855,-0.18010003592678667,Na,HCO3,Na-HCO3,145.4,257.9446446841274
394,-27.17323694,151.1581085,25.0,19.0,58.0,1.6,220.0,1.7,49.0,4.2,#b3ffc4,#ff782f,#fff599,1.2475672438744447,1.5634643077556059,2.522861474722146,0.040922495351460295,3.6055442782142855,0.05665797910986982,1.3821232233370095,0.08744206962887088,5.131767550290036,7.938599491777263,2.5637839700736063,58.96703131169294,-2.8068319414872276,-0.2147477521062239,Na,HCO3,Na-HCO3,223.4,290.20703131169296
395,-27.18397278,151.1605384,24.5,20.5,89.0,1.8,215.0,2.1,125.0,3.8,#86ff99,#fffc3a,#dbffdc,1.2226158989969558,1.6868957004731537,3.8712874353494997,0.046037807270392826,3.5236000900730517,0.06998926831219214,3.5258245493291063,0.07911425347374032,7.198528161188091,10.744162084709895,3.9173252426198926,90.09848058025753,-3.5456339235218044,-0.19760882425824627,Na,Cl,Na-Cl,219.2,395.4184805802575
396,-27.179085200000003,151.1573954,25.0,20.0,65.0,1.8,183.0,0.1,95.0,4.0,#a8ffbb,#ffec3b,#fffef5,1.2475672438744447,1.6457519029006378,2.8273447561541287,0.046037807270392826,2.9991572859691558,0.003332822300580578,2.6796266574901204,0.0832781615513056,5.765394927311163,8.640084273624126,2.8733825634245216,66.087798958764,-2.8746893463129632,-0.1995552738104208,Na,HCO3,Na-HCO3,183.2,320.00779895876394
397,-27.18186564,151.15734530000003,16.0,13.0,69.0,1.4,210.0,0.1,45.0,6.5,#75ff83,#ff7633,#d8ff8e,0.7984430360796446,1.0697387368854145,3.0013352026866906,0.035807183432527756,3.441655901931818,0.003332822300580578,1.2692968377584781,0.1353270125208716,4.849612574511749,7.942466545203497,3.0371423861192186,69.85427488074203,-3.092853970691748,-0.2417788337413438,Na,HCO3,Na-HCO3,210.2,276.47427488074203
398,-27.18365638,151.15022240000002,21.0,14.0,109.0,1.5,333.0,0.8,33.0,7.1,#5dff61,#ff3d20,#c5ff54,1.0479564848545335,1.1520263320304465,4.741239668012309,0.038364839391994025,5.457482930206169,0.026662578404644623,0.930817681022884,0.14781873675356744,6.562781926387265,11.759191831693585,4.7796045074043025,109.93090367029896,-5.19640990530632,-0.28361627267446876,Na,HCO3,Na-HCO3,334.6,385.790903670299
399,-27.18705386,151.1518164,15.0,11.0,133.0,1.3,365.0,3.0,28.0,13.1,#3bff40,#ff3221,#acff41,0.7485403463246668,0.9051635465953508,5.785182347207679,0.03324952747306149,5.981925734310065,0.09998466901741733,0.7897846990497198,0.2727359790805258,7.144431081457728,13.290567642281498,5.818431874680741,133.82393311765702,-6.146136560823771,-0.30076520404593116,Na,HCO3,Na-HCO3,371.0,423.523933117657
400,-27.19271558,151.1479302,25.0,17.5,150.0,1.9,400.0,11.0,74.0,31.0,#53ff59,#ff6941,#bcff77,1.2475672438744447,1.440032915038058,6.524641744971067,0.048595463229859095,6.555535051298701,0.36661045306386353,2.087288133202831,0.6454057520226184,9.654839389588014,15.834074575314357,6.5732372082009265,151.1844557886213,-6.179235185726343,-0.24242834332741686,Na,HCO3,Na-HCO3,422.0,551.8844557886214
401,-27.20619488,151.176094,55.0,43.0,316.0,2.2,441.0,0.8,391.0,20.0,#5bff65,#bcff3b,#9effd9,2.7446479365237786,3.5383665912363713,13.74524527607238,0.0562684311082579,7.227477394056818,0.026662578404644623,11.028779190301444,0.416390807756528,18.699309970519433,33.88604194212142,13.801513707180638,317.43481526515467,-15.18673197160199,-0.28880156582067656,Na,Cl,Na-Cl,442.6,1091.9948152651546
402,-27.23036132,151.19831619999997,15.0,13.0,222.0,1.5,407.0,2.3,148.0,16.5,#27ff2e,#ffb33d,#7dff5b,0.7485403463246668,1.0697387368854145,9.65646978255718,0.038364839391994025,6.670256914696428,0.07665491291335327,4.174576266405662,0.3435224163991356,11.265010510414578,21.207948327108426,9.694834621949173,222.98119630483097,-9.942937816693847,-0.3061913103281685,Na,HCO3,Na-HCO3,411.6,662.441196304831
403,-27.25426102,151.2009176,11.5,8.4,185.0,1.3,415.0,8.6,84.0,4.9,#21ff24,#ff6d2b,#8cff43,0.5738809321822446,0.6912157992182679,8.047058152130981,0.03324952747306149,6.801367615722402,0.28662271784992965,2.3693540971491593,0.10201574790034937,9.55936017862184,17.4257120906086,8.080307679604044,185.847076630893,-7.866351911986758,-0.2915075354812489,Na,HCO3,Na-HCO3,432.2,553.967076630893
404,-27.24586969,151.20779419999997,9.6,9.5,255.0,1.3,570.0,12.5,83.0,45.5,#17ff1d,#ff593e,#82ff37,0.47906582164778677,0.7817321538778029,11.091890966450814,0.03324952747306149,9.341637448100649,0.4166027875725722,2.3411475007545266,0.9472890876461012,13.046676824073849,23.511078963373343,11.125140493923876,255.87823136024915,-10.464402139299494,-0.28624301229378657,Na,HCO3,Na-HCO3,595.0,760.4782313602491
405,-27.36222783,151.424021,63.0,74.0,560.0,3.3,366.0,10.0,923.0,86.0,#48ff5f,#57ff35,#5cd4ff,3.1438694545636006,6.08928204073236,24.35866251455865,0.08440264666238685,5.9983145719383115,0.33328223005805774,26.03468847224612,1.7904804733530704,34.156765747595564,58.11928181773803,24.443065161221035,562.1904987080839,-23.962516070142463,-0.2596829480930731,Na,Cl,Na-Cl,386.0,1939.7904987080838
406,-27.39019062,151.4102939,32.0,70.0,560.0,2.0,750.0,16.0,500.0,245.0,#33ff54,#f2ff94,#7effac,1.5968860721592892,5.760131660152232,24.35866251455865,0.051153119189325365,12.291628221185064,0.5332515680928924,14.103298197316425,5.100787395017468,32.028965381611854,56.17664899980747,24.409815633747975,561.4257595762034,-24.147683618195614,-0.27376583438074625,Na,Cl,Na-Cl,782.0,1877.6257595762033
407,-27.54392383,151.2772228,27.0,16.5,95.0,1.3,205.0,1.1,115.0,17.0,#7cff7d,#fff74a,#ccffd2,1.3473726233844003,1.357745319893026,4.132273105148342,0.03324952747306149,3.3597117137905843,0.03666104530638636,3.2437585853827775,0.3539321865930488,6.994063531072797,11.036163208520232,4.165522632621403,95.80702055029228,-4.042099677447435,-0.22418462817060902,Na,HCO3,Na-HCO3,207.2,395.6270205502923
408,-27.49149805,151.3931941,28.5,30.0,375.0,4.6,465.0,7.1,460.0,2.0,#30ff3c,#b1ff35,#6bffa5,1.422226658016867,2.4686278543509568,16.311604362427666,0.11765217413544833,7.62080949713474,0.236630383341221,12.97503434153111,0.0416390807756528,20.874113302782725,36.74936758549405,16.429256536563113,377.8729003409516,-15.875254282711325,-0.2754997448607981,Na,Cl,Na-Cl,479.2,1185.8929003409517
409,-27.55369359,151.3438729,35.0,26.0,83.0,1.4,336.0,5.8,53.0,9.3,#b0ffbf,#ff592a,#fff97e,1.7465941414242225,2.139477473770829,3.610301765550657,0.035807183432527756,5.506649443090909,0.19330369343367348,1.494949608915541,0.19362172560678553,7.388524471046909,11.17828951316142,3.6461089489831844,83.86050582661323,-3.789765042114511,-0.2041149895365908,Na,HCO3,Na-HCO3,347.6,415.72050582661325
410,-27.75658969,151.46131469999997,44.0,29.0,105.0,2.3,415.0,5.3,87.0,5.3,#aaffb0,#ff712c,#feff90,2.195718349219023,2.386340259205925,4.567249221479747,0.058826087067724166,6.801367615722402,0.17663958193077062,2.453973886333058,0.11034356405547992,9.54232464804171,13.834209225519889,4.626075308547471,106.39973209659183,-4.291884577478179,-0.18359798765257565,Na,HCO3,Na-HCO3,425.6,527.0597320965919
411,-27.89313574,151.5605392,21.1,17.2,193.8,2.5,328.8,7.2,170.0,10.9,#3cff44,#ffe43d,#87ff7d,1.0529467538300314,1.4153466364945484,8.429837134502618,0.06394139898665671,5.388649812167532,0.2399632056418016,4.795121387087584,0.22693299022730776,10.650667395124225,19.45585045730313,8.493778533489275,195.35690627025332,-8.805183062178903,-0.2924676678099783,Na,HCO3,Na-HCO3,343.2,620.4769062702533
412,-27.82735024,151.4495238,36.4,22.8,62.3,1.6,274.1,2.0,63.8,4.0,#cfffd1,#ff7d2f,#ffdd9a,1.8164579070811915,1.8761571693067272,2.7099012047446496,0.040922495351460295,4.492180393902435,0.06665644601161155,1.7995808499775756,0.0832781615513056,6.441695851442928,9.194262476580139,2.75082370009611,63.26894510221053,-2.752566625137211,-0.1760408007869916,Na,HCO3,Na-HCO3,278.1,357.12894510221054
413,-27.84107019,151.48998740000002,47.9,31.7,98.7,1.3,452.3,7.0,55.9,5.5,#bcffc3,#ff4821,#fff068,2.390338839263436,2.6085167660975106,4.293214268190962,0.03324952747306149,7.4126712592560065,0.23329756104064042,1.576748738459976,0.1145074721330452,9.337225030889668,13.651783196688992,4.326463795664023,99.50866730027253,-4.314558165799324,-0.18767917793962874,Na,HCO3,Na-HCO3,466.3,520.2886673002726
414,-27.82506983,151.4764063,29.3,31.7,128.4,1.8,464.5,4.9,62.8,7.2,#7cff9e,#ff4e24,#e3ff6c,1.4621488098208493,2.6085167660975106,5.585093333695234,0.046037807270392826,7.612615078320617,0.16330829272844832,1.7713742535829429,0.14990069079235008,9.697198315424359,15.332927857849613,5.631131140965627,129.51601624220942,-5.6357295424252545,-0.22515785591376003,Na,HCO3,Na-HCO3,474.3,545.0960162422093
415,-27.80242939,151.45569419999998,35.2,33.2,99.9,1.6,420.4,3.5,62.5,4.3,#a3ffc4,#ff5525,#fffd75,1.7565746793752184,2.731948158815059,4.345411402150731,0.040922495351460295,6.889867338914934,0.11664878052032021,1.7629122746645531,0.08952402366765351,8.85895241776746,13.261190633194659,4.386333897502191,100.8856796425504,-4.402238215427198,-0.19901490714978545,Na,HCO3,Na-HCO3,427.4,492.5256796425504
416,-27.8277661,151.4117119,36.8,20.5,107.4,1.5,371.6,3.2,66.0,9.3,#90ff8b,#ff632c,#e6ff83,1.8364189829831825,1.6868957004731537,4.671643489399284,0.038364839391994025,6.090092062656494,0.10665031361857849,1.861635362045768,0.19362172560678553,8.251999463927627,12.943331341038892,4.710008328791278,108.33019156219939,-4.691331877111265,-0.2213379880823557,Na,HCO3,Na-HCO3,378.0,467.73019156219937
417,-27.80834964,151.42890590000002,74.0,34.0,113.0,2.3,531.0,2.0,88.0,1.7,#dcffc4,#ff5f26,#ffe27b,3.6927990418683563,2.797778234931084,4.91523011454487,0.058826087067724166,8.702472780599026,0.06665644601161155,2.4821804827276908,0.03539321865930488,11.286702927997633,16.43868968002463,4.974056201612594,114.40329263708966,-5.151986752026998,-0.18582195840704832,Na,HCO3,Na-HCO3,535.0,633.1032926370897
418,-27.78953529,151.4131356,33.1,29.8,111.0,2.7,392.9,3.3,83.2,3.8,#91ffaa,#ff732c,#efff8f,1.6517790308897649,2.4521703353219504,4.82823489127859,0.06905671090558925,6.439174304138149,0.10998313591915905,2.3467888200334532,0.07911425347374032,8.9750605135645,13.898532570580073,4.897291602184179,112.63770685023611,-4.923472057015573,-0.21524698978877987,Na,HCO3,Na-HCO3,399.5,502.2377068502361
419,-27.80190631,151.4943845,37.0,35.0,133.0,2.7,466.0,3.4,93.0,6.2,#8bffa7,#ff6e2c,#ecff8a,1.8463995209341781,2.880065830076116,5.785182347207679,0.06905671090558925,7.637198334762987,0.11331595821973964,2.623213464700855,0.12908115040452367,10.502808908088106,16.43494346723683,5.854239058113269,134.64749833660517,-5.932134559148725,-0.22021638912170632,Na,HCO3,Na-HCO3,472.8,589.5274983366052
420,-28.18011692,151.9590398,53.0,33.0,38.0,0.7,299.0,1.0,70.0,1.0,#fcc7ff,#ff7f2d,#ff7089,2.6448425570138228,2.715490639786052,1.652909242059337,0.017903591716263878,4.900262450845779,0.03332822300580578,1.9744617476242994,0.0208195403878264,6.9288719618637105,8.701958864351077,1.6708128337756007,38.428695176838815,-1.7730869024873668,-0.11343523080767315,Mg,HCO3,Mg-HCO3,301.0,376.0286951768388
421,-28.17350456,151.95072539999998,19.0,18.0,128.0,0.9,380.0,2.8,62.0,1.0,#55ff66,#ff5d25,#c1ff66,0.948151105344578,1.481176712610574,5.5676942890419765,0.023018903635196413,6.227758298733766,0.09331902441625617,1.7488089764672365,0.0208195403878264,8.090705840005086,13.610754203309497,5.590713192677173,128.58640343157498,-5.5200483633044115,-0.2543629945767144,Na,HCO3,Na-HCO3,385.6,459.946403431575
422,-28.13316193,151.8320009,37.5,22.5,51.0,1.4,295.0,3.7,37.5,4.6,#e9ffe8,#ff4a22,#ffc569,1.871350865811667,1.8514708907632174,2.2183781932901625,0.035807183432527756,4.834707100332792,0.12331442512148139,1.0577473647987319,0.09576988578400143,6.111538776037007,8.231192510020264,2.25418537672269,51.84626366462187,-2.1196537339832577,-0.14778591969047045,Na,HCO3,Na-HCO3,302.4,335.3862636646218
423,-28.13176846,151.8227811,35.0,22.0,84.0,2.0,300.0,1.9,70.0,2.9,#a7ffa9,#ff7d2e,#fbff9a,1.7465941414242225,1.8103270931907016,3.6537993771837973,0.051153119189325365,4.916651288474026,0.06332362371103097,1.9744617476242994,0.06037666712469656,7.0148133269340525,10.96682622736117,3.7049524963731226,85.21390741658182,-3.9520129004271167,-0.21978045375084337,Na,HCO3,Na-HCO3,303.8,397.39390741658184
424,-28.09042118,151.79496469999998,87.0,59.0,143.0,1.7,539.0,0.6,127.0,140.0,#d8ffe2,#ff9387,#ffc8d1,4.341534008683068,4.854968113556882,6.220158463539083,0.04348015131092656,8.833583481625,0.019996933803483465,3.5822377421183718,2.914735654295696,15.350553811842552,21.723779351939967,6.263638614850009,144.06368814155022,-6.373225540097415,-0.1719039830586446,Na,HCO3,Na-HCO3,540.2,881.1836881415502
425,-28.09023643,151.79781699999998,39.5,23.5,58.0,2.1,285.0,2.8,55.0,3.9,#dfffdd,#ff6a2b,#ffce87,1.9711562453216227,1.9337584859082493,2.522861474722146,0.053710775148791634,4.670818724050324,0.09331902441625617,1.5513628017048067,0.08119620751252296,6.39669675768391,9.058059230971747,2.5765722498709374,59.26116174703156,-2.661362473287837,-0.17220346120258206,Na,HCO3,Na-HCO3,290.6,355.52116174703156
426,-28.09272888,151.80318909999997,47.5,28.0,53.0,1.3,290.0,1.2,80.0,3.7,#fffefc,#ff9032,#ff9a96,2.370377763361445,2.304052664060893,2.3053734165564435,0.03324952747306149,4.752762912191558,0.03999386760696693,2.256527711570628,0.07703229943495768,7.126316790804111,9.351676315481347,2.3386229440295048,53.78832771267861,-2.225359524677236,-0.13505039784416356,Ca,HCO3,Ca-HCO3,292.4,388.42832771267854
427,-27.78331062,151.4591429,35.0,31.0,87.0,1.4,361.0,5.7,64.0,4.0,#afffcd,#ff6228,#fff382,1.7465941414242225,2.5509154494959887,3.7842922120832188,0.035807183432527756,5.916370383797077,0.18997087113309294,1.8052221692565023,0.0832781615513056,7.994841585737977,11.937708381951705,3.8200993955157463,87.86228609686216,-3.9428667962137274,-0.19781045589275062,Na,HCO3,Na-HCO3,372.4,445.30228609686213
428,-27.81712706,151.4708044,38.3,33.1,115.0,1.6,458.0,3.6,68.2,7.2,#9bffb3,#ff5526,#f7ff76,1.9112730176156492,2.7237193993005557,5.002225337811151,0.040922495351460295,7.506087633737012,0.1199816028209008,1.9236898741139603,0.14990069079235008,9.699659801464222,14.721288083241426,5.043147833162611,115.99240016274005,-5.021628281777204,-0.20562790213897264,Na,HCO3,Na-HCO3,465.2,541.91240016274
429,-27.549109700000002,151.422073,204.0,375.0,1410.0,5.0,286.0,2.4,2920.0,766.0,#61ff9f,#2dff47,#325bff,10.18014871001547,30.85784817938696,61.331632402728026,0.12788279797331342,4.687207561678571,0.07998773521393386,82.36326147232792,15.947767937075023,103.07822470629546,163.95702729080512,61.45951520070134,1413.5688496161308,-60.87880258450966,-0.22798039633048403,Na,Cl,Na-Cl,290.8,5853.048849616131
430,-27.63015385,151.40246509999997,42.0,29.0,96.0,2.0,368.0,5.9,76.0,4.9,#b1ffbb,#ff6f2c,#fff98f,2.095912969709067,2.386340259205925,4.175770716781483,0.051153119189325365,6.031092247194805,0.19663651573425409,2.1437013259920965,0.10201574790034937,8.473445836821504,12.936100900856609,4.226923835970808,97.21924822732859,-4.462655064035104,-0.20844229533273545,Na,HCO3,Na-HCO3,379.8,476.9992482273286
431,-27.557582300000004,151.371928,32.0,25.0,90.0,1.6,363.0,6.9,41.0,7.2,#9fffb0,#ff4221,#f7ff64,1.5968860721592892,2.057189878625797,3.91478504698264,0.040922495351460295,5.949148059053571,0.22996473874005988,1.1564704521799467,0.14990069079235008,7.485483940765928,11.565491035453288,3.9557075423341006,90.98127347368431,-4.08000709468736,-0.21416263995833892,Na,HCO3,Na-HCO3,376.8,422.26127347368435
432,-27.39021568,151.307192,41.0,38.0,157.0,3.0,425.0,7.8,145.0,24.0,#85ff9e,#ffa741,#e7ffbf,2.0460102799540896,3.1269286155112117,6.82912502640305,0.07672967878398805,6.965255992004869,0.25996013944528507,4.089956477221763,0.4996689693078336,11.81484157797975,18.98464830583938,6.905854705187038,158.83465821930187,-7.169806727859628,-0.23278978823692692,Na,HCO3,Na-HCO3,440.6,671.1946582193019
433,-27.39563756,151.47136940000001,20.0,61.0,513.0,1.5,872.0,21.0,280.0,281.0,#2bff4f,#ffb19d,#7fff77,0.9980537950995558,5.0195433038469455,22.31427476780105,0.038364839391994025,14.291066411831167,0.6998926831219213,7.8978469904971975,5.850290848979219,28.739096934429504,50.72287631333259,22.352639607193044,514.11071096544,-21.983779378903087,-0.2766578588522809,Na,HCO3,Na-HCO3,914.0,1704.51071096544
434,-27.28619489,151.1833168,22.0,17.0,209.0,1.3,422.0,8.0,132.0,32.0,#39ff3f,#ff9d47,#98ff70,1.0978591746095114,1.398889117465542,9.091000831326353,0.03324952747306149,6.91608947912013,0.2666257840464462,3.723270724091536,0.6662252924104448,11.572211279668558,20.745249009673884,9.124250358799415,209.85775825238653,-9.173037730005326,-0.2838415410084184,Na,HCO3,Na-HCO3,438.0,675.6577582523865
