ID,Y,X,Ca,Mg,Na,K,HCO3,CO3,Cl,SO4,cat_hex,an_hex,diamond_hex,Ca_meqL,Mg_meqL,Na_meqL,K_meqL,HCO3_meqL,CO3_meqL,Cl_meqL,SO4_meqL,anions,cations,NaK_meqL,NaK,EC,CBE,maj_cation,maj_anion,water_type,Alkcalc,TDScalc
135,-27.47789735,151.27200469999997,25.0,19.0,120.0,1.3,396.0,3.2,52.0,14.0,#69ff73,#ff4e2a,#ceff6a,1.2475672438744447,1.5634643077556059,5.219713395976854,0.03324952747306149,6.489979700785714,0.10665031361857849,1.4667430125209082,0.2914735654295696,8.35484659235477,13.31695739852988,5.252962923449915,120.81814723934804,-4.96211080617511,-0.22896620919339328,Na,HCO3,Na-HCO3,402.4,472.258147239348
136,-27.42107367,151.2268966,45.0,25.0,79.0,2.0,325.0,2.3,98.0,5.0,#cbffc4,#ff9a34,#ffe6b4,2.2456210389740003,2.057189878625797,3.436311319018095,0.051153119189325365,5.326372229180195,0.07665491291335327,2.764246446674019,0.104097701939132,8.2713712907067,11.277739794014638,3.4874644382074202,80.21168207877066,-3.0063685033079377,-0.15378543250785318,Na,HCO3,Na-HCO3,329.6,450.97168207877064
137,-27.68245506,151.383125,53.0,27.0,73.0,1.8,385.0,2.7,77.0,2.0,#e8ffd8,#ff6e2a,#ffce88,2.6448425570138228,2.221765068915861,3.1753256492192525,0.046037807270392826,6.309702486875,0.08998620211567561,2.1719079223867293,0.0416390807756528,8.613235692153056,11.309334538908974,3.2213634564896454,74.09135949926184,-2.696098846755918,-0.13532886648090858,Na,HCO3,Na-HCO3,390.4,467.3313594992618
138,-27.78439088,151.38039619999998,53.0,30.0,120.0,2.0,410.0,1.9,125.0,3.0,#acffa8,#ff9c33,#fcffb5,2.6448425570138228,2.4686278543509568,5.219713395976854,0.051153119189325365,6.719423427581169,0.06332362371103097,3.5258245493291063,0.0624586211634792,10.371030221784785,15.65520344169714,5.270866515166179,121.22992984882211,-5.284173219912354,-0.2030325742954776,Na,HCO3,Na-HCO3,413.8,580.5099298488221
139,-27.71730376,151.4244281,55.0,29.5,95.0,1.8,435.0,5.0,84.0,3.5,#cdffc3,#ff6a2a,#ffe888,2.7446479365237786,2.427484056778441,4.132273105148342,0.046037807270392826,7.129144368287338,0.16664111502902887,2.3693540971491593,0.0728683913573924,9.738007971822919,13.528753818139691,4.178310912418735,96.10115098563091,-3.7907458463167725,-0.16292537313688912,Na,HCO3,Na-HCO3,445.0,535.101150985631
140,-27.5341373,151.22939509999998,46.0,22.0,195.0,2.0,395.0,1.4,215.0,13.0,#6aff60,#fff33d,#aeffab,2.2955237287289783,1.8103270931907016,8.482034268462387,0.051153119189325365,6.473590863157467,0.046659512208128084,6.0644182248460625,0.2706540250417432,12.855322625253402,21.172225597223107,8.533187387651713,196.2633099159894,-8.316902971969705,-0.2444167566112233,Na,HCO3,Na-HCO3,397.8,730.9433099159894
141,-27.604248600000002,151.4094278,37.0,29.0,120.0,1.9,430.0,2.4,77.0,10.0,#90ffa0,#ff642c,#ebff85,1.8463995209341781,2.386340259205925,5.219713395976854,0.048595463229859095,7.0472001801461035,0.07998773521393386,2.1719079223867293,0.208195403878264,9.50729124162503,14.769357498553529,5.268308859206713,121.1711037617544,-5.262066256928499,-0.2167542280339389,Na,HCO3,Na-HCO3,434.8,535.0511037617543
142,-27.63509577,151.258603,20.0,9.5,89.0,1.3,247.0,0.6,43.0,8.0,#65ff5b,#ff632f,#c4ff73,0.9980537950995558,0.7817321538778029,3.8712874353494997,0.03324952747306149,4.048042894176948,0.019996933803483465,1.2128836449692124,0.1665563231026112,5.447479796052255,9.58885987462248,3.904536962822561,89.8043501449189,-4.141380078570226,-0.2754247489265708,Na,HCO3,Na-HCO3,248.2,319.22435014491884
143,-27.58691638,151.4063261,40.0,27.0,105.0,2.0,335.0,2.5,100.0,14.5,#a0ffa7,#ff993c,#f7ffba,1.9961075901991117,2.221765068915861,4.567249221479747,0.051153119189325365,5.490260605462662,0.08332055751451443,2.820659639463285,0.3018833356234828,8.696124138063945,13.454677340453117,4.618402340669072,106.22325383538866,-4.758553202389171,-0.21482532842002358,Na,HCO3,Na-HCO3,340.0,491.7232538353887
144,-27.323763300000003,151.2478944,34.0,44.0,363.0,2.0,442.0,1.2,440.0,100.0,#40ff57,#b1ff62,#7effd6,1.6966914516692448,3.6206541863814032,15.789633022829982,0.051153119189325365,7.243866231685065,0.03999386760696693,12.410902413638453,2.08195403878264,21.776716551713125,36.99891792208926,15.840786142019308,364.3380812664441,-15.222201370376137,-0.25898829517801314,Na,Cl,Na-Cl,444.4,1248.978081266444
145,-27.5539924,151.27816409999997,36.0,18.0,81.0,0.5,325.0,1.2,50.0,14.0,#aeffa1,#ff5a31,#f8ff83,1.7964968311792004,1.481176712610574,3.523306542284376,0.012788279797331341,5.326372229180195,0.03999386760696693,1.4103298197316425,0.2914735654295696,7.068169481948374,10.349863187953188,3.5360948220817074,81.33018090787927,-3.2816937060048144,-0.18840782815131557,Na,HCO3,Na-HCO3,327.4,395.7701809078792
146,-27.24508346,151.199983,37.0,29.0,198.0,1.7,362.0,1.1,213.0,33.0,#61ff6c,#feff4c,#adffb9,1.8463995209341781,2.386340259205925,8.612527103361808,0.04348015131092656,5.932759221425324,0.03666104530638636,6.008005032056797,0.6870448327982712,12.66447013158678,21.544754289485574,8.656007254672735,199.0881668574729,-8.880284157898794,-0.25958741562198867,Na,Cl,Na-Cl,364.2,729.608166857473
147,-27.75775374,151.44033080000003,58.0,30.0,87.0,18.0,425.0,3.6,750.0,5.0,#d2ffc5,#6dff2a,#9a85ff,2.894356005788712,2.4686278543509568,3.7842922120832188,0.4603780727039283,6.965255992004869,0.1199816028209008,21.154947295974637,0.104097701939132,28.34428259273954,13.852324429713963,4.244670284787147,97.62741655010439,14.491958163025576,0.3434389441623628,Na,Cl,Na-Cl,432.2,1199.9474165501044
148,-27.72718298,151.3066772,37.0,20.0,69.0,1.6,230.0,0.8,110.0,3.1,#c3ffbb,#ffde39,#ffeae5,1.8463995209341781,1.6457519029006378,3.0013352026866906,0.040922495351460295,3.769432654496753,0.026662578404644623,3.1027256034096133,0.06454057520226184,6.963361411513273,9.576666819911118,3.042257698038151,69.97192705487747,-2.613305408397845,-0.15799884811761247,Na,HCO3,Na-HCO3,231.6,379.0319270548774
149,-27.79130713,151.4418033,69.0,32.5,105.0,1.5,530.0,2.6,70.0,6.2,#ddffc7,#ff4e23,#ffe06d,3.4432855930934676,2.674346842213536,4.567249221479747,0.038364839391994025,8.686083942970779,0.08665337981509502,1.9744617476242994,0.12908115040452367,10.876280220814698,15.328860557050485,4.605614060871741,105.92912340005003,-4.452580336235787,-0.16991247534135626,Na,HCO3,Na-HCO3,535.2,604.7491234000499
150,-27.79512365,151.4364345,70.0,34.0,115.0,2.0,570.0,1.4,70.0,4.0,#d3ffc1,#ff4920,#ffe868,3.493188282848445,2.797778234931084,5.002225337811151,0.051153119189325365,9.341637448100649,0.046659512208128084,1.9744617476242994,0.0832781615513056,11.446036869484383,16.39772343178048,5.053378457000476,116.22770451101096,-4.951686562296098,-0.17783828436675475,Na,HCO3,Na-HCO3,572.8,637.9077045110109
151,-27.70869248,151.4572054,39.0,30.0,186.0,3.7,444.0,18.0,162.0,26.0,#69ff74,#ffaa41,#cbffa8,1.9462049004441337,2.4686278543509568,8.090555763764122,0.09463327050025193,7.276643906941558,0.599908014104504,4.569468615930521,0.5413080500834864,12.98732858706007,20.785210823323837,8.185189034264374,188.2593477880806,-7.797882236263767,-0.23089416349503714,Na,HCO3,Na-HCO3,480.0,733.2593477880806
152,-27.56174873,151.4119273,41.0,39.0,170.0,2.0,470.0,2.0,160.0,46.0,#7eff98,#ffad52,#e1ffc4,2.0460102799540896,3.2092162106562436,7.394593977633876,0.051153119189325365,7.702753685275973,0.06665644601161155,4.513055423141256,0.9576988578400144,13.240164412268856,20.146720684256735,7.445747096823201,171.25218322693362,-6.9065562719878795,-0.20686434963969164,Na,HCO3,Na-HCO3,474.0,741.6521832269336
153,-27.53983689,151.2643069,29.0,15.0,99.0,1.0,345.0,3.7,58.0,6.5,#7fff77,#ff5e29,#d8ff78,1.447178002894356,1.2343139271754784,4.306263551680904,0.025576559594662682,5.65414898174513,0.12331442512148139,1.6359825908887051,0.1353270125208716,7.5487730102761885,11.345172152620968,4.331840111275567,99.63232255933805,-3.7963991423447796,-0.2009320504327455,Na,HCO3,Na-HCO3,352.4,419.572322559338
154,-27.18237078,151.0499958,305.0,165.0,1100.0,0.5,450.0,2.5,2300.0,180.0,#7aff75,#2eff23,#437aff,15.220320375268226,13.577453198930261,47.847372796454486,0.012788279797331341,7.374976932711038,0.08332055751451443,64.87517170765555,3.747517269808752,76.08098646768985,124.51809572670211,47.86016107625182,1100.7837047537919,-48.43710925901226,-0.2414622675694694,Na,Cl,Na-Cl,455.0,4323.783704753792
155,-27.55341632,151.2691519,30.0,15.0,105.0,1.0,340.0,3.3,52.0,5.3,#7cff73,#ff5726,#d5ff70,1.4970806926493336,1.2343139271754784,4.567249221479747,0.025576559594662682,5.572204793603896,0.10998313591915905,1.4667430125209082,0.11034356405547992,7.259274506099443,11.917046181973632,4.59282578107441,105.63499296471143,-4.657771675874189,-0.24289183267419706,Na,HCO3,Na-HCO3,346.6,415.8949929647115
156,-27.19774384,151.0712623,28.0,20.0,240.0,2.4,275.0,5.0,310.0,2.9,#3cff41,#a0ff33,#76ffc3,1.397275313139378,1.6457519029006378,10.439426791953707,0.061383743027190435,4.506930347767857,0.16664111502902887,8.744044882336183,0.06037666712469656,13.477993012257764,24.044648286001813,10.500810534980898,241.51864230456067,-10.566655273744049,-0.28160744841366386,Na,Cl,Na-Cl,285.0,773.4186423045606
157,-27.57409494,151.3958231,38.0,28.0,110.0,2.0,430.0,2.5,67.0,10.5,#9affa6,#ff592a,#f2ff7c,1.896302210689156,2.304052664060893,4.784737279645449,0.051153119189325365,7.0472001801461035,0.08332055751451443,1.889841958440401,0.2186051740721772,9.238967870173196,13.872135672419597,4.835890398834774,111.2254791731998,-4.633167802246401,-0.20047367247988254,Na,HCO3,Na-HCO3,435.0,515.7254791731998
158,-27.29449808,151.252035,42.0,62.0,425.0,3.0,455.0,7.1,610.0,105.0,#46ff64,#90ff53,#7cfffd,2.095912969709067,5.101830898991977,18.48648494408469,0.07672967878398805,7.4569211208522725,0.236630383341221,17.206023800726037,2.186051740721772,27.085627045641303,44.3241731144384,18.563214622868678,426.9539363259796,-17.2385460687971,-0.24140308515292533,Na,Cl,Na-Cl,469.2,1527.4739363259796
159,-27.25690201,151.1745368,15.0,18.0,246.0,1.5,416.0,2.2,192.0,40.0,#29ff37,#ffd850,#6eff65,0.7485403463246668,1.481176712610574,10.70041246175255,0.038364839391994025,6.817756453350649,0.07332209061277271,5.415666507769507,0.832781615513056,13.139526667245985,23.707271661224325,10.738777301144543,246.9918779263245,-10.56774499397834,-0.28680225890380795,Na,HCO3,Na-HCO3,420.4,764.2318779263245
160,-27.37682176,151.2746404,35.0,31.0,125.0,2.0,445.0,2.0,75.0,33.0,#8affa1,#ff6640,#e9ff90,1.7465941414242225,2.5509154494959887,5.4372014541425555,0.051153119189325365,7.293032744569805,0.06665644601161155,2.1154947295974638,0.6870448327982712,10.162228752977152,15.274218737583974,5.488354573331881,126.23215518663326,-5.111989984606822,-0.20097106667524084,Na,HCO3,Na-HCO3,449.0,569.6321551866332
161,-27.54813952,151.3821518,42.0,32.0,100.0,2.0,405.0,1.7,65.0,12.0,#b0ffc1,#ff5c2c,#fff882,2.095912969709067,2.6332030446410206,4.349761163314044,0.051153119189325365,6.6374792394399345,0.05665797910986982,1.8334287656511352,0.2498344846539168,8.777400468854857,13.530944579356827,4.400914282503369,101.22102849757749,-4.75354411050197,-0.21308367340691778,Na,HCO3,Na-HCO3,408.4,497.26102849757746
162,-27.51315224,151.3239604,37.0,29.0,83.0,1.5,392.0,8.2,40.0,21.0,#b8ffcc,#ff412c,#fff06c,1.8463995209341781,2.386340259205925,3.610301765550657,0.038364839391994025,6.4244243502727265,0.27329142864760736,1.128263855785314,0.4372103481443544,8.263189982850003,11.530072990025406,3.648666604942651,83.91933191368098,-3.2668830071754034,-0.16505025026203732,Na,HCO3,Na-HCO3,408.4,455.95933191368096
163,-27.51424995,151.3667188,41.0,34.0,103.0,2.0,445.0,3.0,74.0,18.0,#adffc4,#ff5f31,#fff888,2.0460102799540896,2.797778234931084,4.480253998213466,0.051153119189325365,7.293032744569805,0.09998466901741733,2.087288133202831,0.3747517269808752,9.855057273770928,13.906602749690755,4.531407117402791,104.2223637002642,-4.051545475919827,-0.17050767799553693,Na,HCO3,Na-HCO3,451.0,541.8223637002641
164,-27.55185287,151.3419031,37.0,26.0,86.0,1.5,385.0,2.5,50.0,5.0,#b0ffbb,#ff4c22,#fffa6d,1.8463995209341781,2.139477473770829,3.7407946004500783,0.038364839391994025,6.309702486875,0.08332055751451443,1.4103298197316425,0.104097701939132,7.907450566060288,11.544195874389152,3.7791594398420725,86.92066711636767,-3.6367453083288632,-0.18696336680098707,Na,HCO3,Na-HCO3,390.0,438.92066711636767
165,-27.53980459,151.36720569999997,38.0,31.0,107.0,1.7,401.0,5.1,64.0,15.8,#a0ffb5,#ff5b2f,#faff83,1.896302210689156,2.5509154494959887,4.654244444746028,0.04348015131092656,6.571923888926948,0.16997393732960944,1.8052221692565023,0.3289487381276571,8.876068733640718,13.842666852299054,4.697724596056954,108.04766570930994,-4.966598118658336,-0.21861243553237517,Na,HCO3,Na-HCO3,411.2,503.5676657093099
166,-27.57595333,151.37540819999998,36.0,24.0,80.0,1.6,380.0,2.1,48.0,6.6,#b3ffba,#ff4b23,#fff86d,1.7964968311792004,1.9749022834807652,3.4798089306512354,0.040922495351460295,6.227758298733766,0.06998926831219214,1.3539166269423768,0.13740896655965423,7.78907316054799,10.812861966665357,3.520731426002696,80.976822798062,-3.0237888061173672,-0.1625523788486808,Na,HCO3,Na-HCO3,384.2,426.096822798062
167,-27.230494,151.1981749,34.0,33.0,272.0,1.8,397.0,1.0,308.0,38.0,#4aff5a,#d0ff48,#8fffbb,1.6966914516692448,2.715490639786052,11.8313503642142,0.046037807270392826,6.506368538413961,0.03332822300580578,8.687631689546917,0.7911425347374031,16.018470985704084,28.166958434424483,11.877388171484593,273.1799279441457,-12.148487448720399,-0.27494329257748895,Na,Cl,Na-Cl,399.0,925.5799279441457
168,-27.20397267,151.1744273,35.0,32.0,266.0,1.5,424.0,1.1,275.0,54.0,#4cff59,#eeff56,#93ffae,1.7465941414242225,2.6332030446410206,11.570364694415359,0.038364839391994025,6.948867154376623,0.03666104530638636,7.756814008524033,1.1242551809426256,15.86659738914967,27.597256253679948,11.608729533807352,267.0007792775691,-11.730658864530279,-0.26989458783219344,Na,Cl,Na-Cl,426.2,918.7207792775691
169,-27.16366585,151.1042205,92.0,88.0,540.0,1.0,395.0,1.3,970.0,120.0,#60ff74,#58ff3c,#62b3ff,4.5910474574579565,7.2413083727628065,23.48871028189584,0.025576559594662682,6.473590863157467,0.04332668990754751,27.360398502793863,2.498344846539168,36.375660902398046,58.86092951320177,23.514286841490502,540.8285973542816,-22.485268610803722,-0.23609905092865044,Na,Cl,Na-Cl,397.6,2049.3885973542815
170,-27.60674847,151.4274831,40.0,41.0,170.0,2.0,475.0,3.6,160.0,33.0,#7eff9c,#ffa946,#e3ffc0,1.9961075901991117,3.3737914009463075,7.394593977633876,0.051153119189325365,7.784697873417207,0.1199816028209008,4.513055423141256,0.6870448327982712,13.104779732177635,20.26139318479182,7.445747096823201,171.25218322693362,-7.156613452614186,-0.21448709357297785,Na,HCO3,Na-HCO3,482.2,734.5721832269337
171,-27.58395832,151.3075905,39.0,23.0,76.0,1.1,360.0,6.5,55.0,2.9,#beffbc,#ff5624,#fff075,1.9462049004441337,1.8926146883357333,3.305818484118674,0.02813421555412895,5.8999815461688305,0.21663344953773755,1.5513628017048067,0.06037666712469656,7.728354464536071,10.506724988125473,3.333952699672803,76.68091209247447,-2.778370523589402,-0.15236404814150004,Na,HCO3,Na-HCO3,373.0,420.38091209247443
172,-27.33333491,151.2594045,31.0,38.0,320.0,2.0,461.0,1.2,340.0,91.0,#40ff56,#dbff69,#86ffb6,1.5469833824043115,3.1269286155112117,13.919235722604942,0.051153119189325365,7.555254146621753,0.03999386760696693,9.590242774175168,1.8945781752922024,19.080068963696093,32.61468968150406,13.970388841794268,321.31894336126817,-13.534620717807968,-0.26181804640391054,Na,Cl,Na-Cl,463.4,1099.358943361268
173,-27.55426039,151.36857790000002,36.0,26.0,85.0,1.3,398.0,1.5,38.0,10.0,#b0ffbc,#ff3b21,#fffa60,1.7964968311792004,2.139477473770829,3.697296988816938,0.03324952747306149,6.5227573760422075,0.049992334508708665,1.0718506629960483,0.208195403878264,7.852795777425229,11.397067337530027,3.730546516289999,85.80256987466998,-3.5442715601047983,-0.18411931237844736,Na,HCO3,Na-HCO3,401.0,436.40256987467
174,-27.495813800000004,151.30151730000003,38.0,31.0,99.0,1.2,425.0,6.9,49.0,30.0,#a9ffbf,#ff4a36,#fffd79,1.896302210689156,2.5509154494959887,4.306263551680904,0.030691871513595217,6.965255992004869,0.22996473874005988,1.3821232233370095,0.624586211634792,9.201930165716732,13.121128506574145,4.3369554231945,99.7499747334735,-3.919198340857413,-0.17556726425318356,Na,HCO3,Na-HCO3,438.8,511.02997473347347
175,-28.20302122,152.015995,69.0,42.0,61.0,1.5,346.0,0.8,130.0,2.0,#ffe2ff,#ffb936,#ff92cb,3.4432855930934676,3.4560789960913394,2.6533543096215673,0.038364839391994025,5.670537819373377,0.026662578404644623,3.6668575313022704,0.0416390807756528,9.405697009855945,12.282802887211929,2.6917191490135615,61.90954042731191,-2.8771058773559837,-0.13265582640618437,Mg,HCO3,Mg-HCO3,347.6,513.4695404273119
176,-27.53536323,151.3982361,44.0,42.0,148.0,2.0,479.0,1.1,150.0,25.0,#92ffb0,#ffa040,#f3ffc0,2.195718349219023,3.4560789960913394,6.437646521704786,0.051153119189325365,7.850253223930195,0.03666104530638636,4.2309894591949275,0.52048850969566,12.63839223812717,18.629396627098586,6.488799640894111,149.24239174056456,-5.991004388971417,-0.19160307160811968,Na,HCO3,Na-HCO3,481.2,698.9623917405645
177,-27.37495881,151.22083130000001,24.0,16.0,74.0,1.0,225.0,0.6,50.0,2.3,#8eff94,#ff792d,#e9ff93,1.197664554119467,1.3166015223205103,3.218823260852393,0.025576559594662682,3.687488466355519,0.019996933803483465,1.4103298197316425,0.047884942892000716,5.165700162782645,9.003065717334088,3.2443998204470557,74.62119587028228,-3.837365554551443,-0.2708327307416719,Na,HCO3,Na-HCO3,226.2,302.64119587028233
178,-27.5608355,151.33191340000002,41.0,28.0,80.0,1.3,395.0,2.8,45.0,8.6,#c4ffcd,#ff4423,#ffe868,2.0460102799540896,2.304052664060893,3.4798089306512354,0.03324952747306149,6.473590863157467,0.09331902441625617,1.2692968377584781,0.17904804733530702,8.015254772667507,11.376179860263576,3.5130584581242967,80.80034453685883,-3.360925087596069,-0.1733200844195638,Na,HCO3,Na-HCO3,400.6,443.76034453685884
179,-27.71306615,151.3184691,33.0,18.0,103.0,2.0,239.0,0.5,140.0,5.0,#88ff82,#feff3b,#d3ffd6,1.6467887619142672,1.481176712610574,4.480253998213466,0.051153119189325365,3.916932193150974,0.01666411150290289,3.9489234952485988,0.104097701939132,7.986617501841607,12.190779709330425,4.531407117402791,104.2223637002642,-4.204162207488817,-0.20835998634952843,Na,Cl,Na-Cl,240.0,444.22236370026417
180,-27.58726129,151.39949430000001,44.0,30.5,98.0,2.0,430.0,2.5,66.0,8.0,#b4ffbe,#ff5828,#fff67b,2.195718349219023,2.5097716519234727,4.262765940047764,0.051153119189325365,7.0472001801461035,0.08332055751451443,1.861635362045768,0.1665563231026112,9.158712422808998,13.333328119616674,4.313919059237089,99.22013836245306,-4.174615696807676,-0.18560413355708194,Na,HCO3,Na-HCO3,435.0,508.72013836245304
181,-28.19549198,151.96885680000003,43.0,20.0,36.0,2.0,237.0,0.9,60.0,0.0,#ffdedf,#ff872e,#ff8687,2.145815659464045,1.6457519029006378,1.565914018793056,0.051153119189325365,3.8841545178944803,0.0299954007052252,1.6923957836779708,0.0,5.606545702277677,7.025701838329446,1.6170671379823813,37.19254417359477,-1.419156136051769,-0.11234391437389159,Ca,HCO3,Ca-HCO3,238.8,303.47254417359477
182,-28.19024563,151.9698372,55.0,31.0,55.0,1.5,370.0,3.8,60.0,0.0,#fff2f7,#ff5c24,#ff9e6d,2.7446479365237786,2.5509154494959887,2.3923686398227244,0.038364839391994025,6.063869922451298,0.12664724742206193,1.6923957836779708,0.0,7.8829129535513305,10.157030344449204,2.4307334792147186,55.90687002193853,-2.2741173908978736,-0.12606011855646612,Ca,HCO3,Ca-HCO3,377.6,428.4668700219385
183,-28.18455244,151.9709439,64.0,54.0,71.0,2.0,343.0,1.5,180.0,0.0,#d7d6ff,#ffed38,#ff9cf3,3.1937721443185785,4.443530137831722,3.0883304259529716,0.051153119189325365,5.621371306488636,0.049992334508708665,5.0771873510339125,0.0,10.748550992031257,13.916269372434893,3.139483545142297,72.20812153827283,-3.1677183804036364,-0.128430628465767,Mg,HCO3,Mg-HCO3,346.0,577.8081215382729
184,-28.17905529,151.97204319999997,53.0,45.0,68.0,0.5,328.0,1.7,140.0,0.0,#dbe6ff,#ffcc37,#ffa5d8,2.6448425570138228,3.7029417815264347,2.95783759105355,0.012788279797331341,5.3755387420649345,0.05665797910986982,3.9489234952485988,0.0,9.381120216423403,12.28903608024202,2.9706258708508817,68.32439502957028,-2.9079158638186176,-0.1341898888041746,Mg,HCO3,Mg-HCO3,331.4,505.16439502957024
185,-28.08984996,151.7885113,66.0,41.0,73.0,5.2,298.0,0.4,190.0,4.0,#fcfdff,#f0ff39,#f5adff,3.2935775238285343,3.3737914009463075,3.1753256492192525,0.13299810989224595,4.883873613217532,0.013331289202322311,5.359253314980241,0.0832781615513056,10.3397363789514,13.284016442997839,3.3083237591114987,76.09144645956447,-2.9442800640464384,-0.12463219058535258,Mg,Cl,Mg-Cl,298.8,556.3714464595645
186,-28.09027058,151.7951254,48.0,32.0,148.0,2.0,314.0,1.3,225.0,12.0,#8eff94,#deff3c,#d7fffd,2.395329108238934,2.6332030446410206,6.437646521704786,0.051153119189325365,5.146095015269481,0.04332668990754751,6.346484188792391,0.2498344846539168,11.785740378623338,18.006131434668177,6.488799640894111,149.24239174056456,-6.220391056044839,-0.2087949053697807,Na,Cl,Na-Cl,316.6,656.2023917405646
187,-28.09072473,151.80151909999998,11.0,5.3,20.0,3.3,68.0,0.1,28.0,0.0,#bcffac,#ffc836,#fffcd5,0.5489295873047557,0.43612425426866896,0.8699522326628089,0.08440264666238685,1.114440958720779,0.003332822300580578,0.7897846990497198,0.0,1.9075584800710794,2.8937636002238163,0.9543548793251957,21.950162224479502,-0.9862051201527369,-0.20540282523437053,Na,HCO3,Na-HCO3,68.2,107.17016222447951
188,-27.94946154,151.6629365,73.0,47.0,59.0,1.6,315.0,3.5,165.0,6.5,#f8d3ff,#ffea3b,#ff8df5,3.642896352113379,3.8675169718164986,2.5663590863552863,0.040922495351460295,5.162483852897727,0.11664878052032021,4.65408840511442,0.1353270125208716,10.06854805105334,12.724976487343373,2.6072815817067467,59.967476379255174,-2.6564284362900334,-0.11654311871843957,Mg,HCO3,Mg-HCO3,322.0,544.6674763792552
189,-27.94299113,151.6672582,39.0,24.5,80.0,1.4,260.0,1.7,115.0,2.1,#baffbc,#ffd138,#fff0dc,1.9462049004441337,2.016046081053281,3.4798089306512354,0.035807183432527756,4.261097783344155,0.05665797910986982,3.2437585853827775,0.04372103481443544,7.605235382651238,10.99348320966494,3.5156161140837634,80.85917062392656,-3.3882478270137026,-0.182176412326251,Na,HCO3,Na-HCO3,263.4,419.4991706239266
190,-27.93569453,151.6695798,57.0,40.0,89.0,1.5,400.0,1.0,112.0,4.0,#deffec,#ff9232,#ffc3a4,2.844453316033734,3.2915038058012756,3.8712874353494997,0.038364839391994025,6.555535051298701,0.03332822300580578,3.1591387961988793,0.0832781615513056,9.831280232054691,13.955261671317999,3.909652274741494,89.92200231905436,-4.123981439263307,-0.17337456852770047,Na,HCO3,Na-HCO3,402.0,544.1220023190543
191,-27.93551413,151.67002050000002,58.0,40.0,92.0,2.5,363.0,1.1,130.0,4.0,#dbffe7,#ffb236,#ffc0ba,2.894356005788712,3.2915038058012756,4.001780270248921,0.06394139898665671,5.949148059053571,0.03666104530638636,3.6668575313022704,0.0832781615513056,9.735944797213534,14.317303150061143,4.065721669235578,93.51159839241829,-4.581358352847609,-0.19046734823047853,Na,HCO3,Na-HCO3,365.2,544.6315983924183
192,-27.92545364,151.67194630000003,59.0,45.0,106.0,3.0,437.0,0.8,120.0,15.0,#cfffe4,#ff9038,#ffd2ac,2.94425869554369,3.7029417815264347,4.610746833112887,0.07672967878398805,7.16192204354383,0.026662578404644623,3.3847915673559417,0.312293105817396,10.885669295121813,16.022153500863876,4.687476511896875,107.81195977362813,-5.136484205742063,-0.1908918549332933,Na,HCO3,Na-HCO3,438.6,609.9719597736282
193,-27.872360200000003,151.5300345,39.0,25.0,81.0,1.7,344.0,1.9,50.0,4.0,#b9ffbd,#ff5425,#fff374,1.9462049004441337,2.057189878625797,3.523306542284376,0.04348015131092656,5.637760144116883,0.06332362371103097,1.4103298197316425,0.0832781615513056,7.194691749110862,11.136968166260536,3.5667866935953025,82.03609395269196,-3.9422764171496736,-0.21505288857360977,Na,HCO3,Na-HCO3,347.8,408.71609395269195
194,-27.85663805,151.55965690000002,28.0,23.0,91.0,2.0,334.0,1.4,70.0,5.0,#91ffa4,#ff732d,#edff90,1.397275313139378,1.8926146883357333,3.9582826586157807,0.051153119189325365,5.4738717678344155,0.046659512208128084,1.9744617476242994,0.104097701939132,7.599090729605975,11.308761557085324,4.009435777805106,92.21702288951745,-3.709670827479349,-0.19619736664065654,Na,HCO3,Na-HCO3,336.8,420.2970228895175
195,-27.83486114,151.57265900000002,46.0,102.0,480.0,2.0,706.0,3.5,640.0,105.0,#4bff83,#bbff51,#a2fff1,2.2955237287289783,8.393334704793252,20.878853583907414,0.051153119189325365,11.570519365542207,0.11664878052032021,18.052221692565023,2.186051740721772,31.925441579349325,52.548871839715716,20.93000670309674,481.39015417122505,-20.62343026036639,-0.2441384774334476,Na,Cl,Na-Cl,713.0,1802.190154171225
196,-27.8151527,151.4528379,75.0,38.0,116.0,2.0,578.0,3.5,80.0,10.0,#dbffcc,#ff5125,#ffde72,3.742701731623334,3.1269286155112117,5.045722949444292,0.051153119189325365,9.472748149126623,0.11664878052032021,2.256527711570628,0.208195403878264,12.054120045095836,17.063382484401778,5.096876068633617,117.2281495785732,-5.009262439305942,-0.172036129617617,Na,HCO3,Na-HCO3,585.0,671.2281495785733
197,-27.78547067,151.4971754,45.0,340.0,1770.0,7.5,148.0,0.0,3100.0,925.0,#30ff74,#25ff4c,#2688ff,2.2456210389740003,27.977782349310843,76.9907725906586,0.1918241969599701,2.4255479689805193,0.0,87.44044882336183,19.25807485873942,109.12407165108178,184.58859696352198,77.18259678761856,1775.199726115227,-75.4645253124402,-0.2569331641988561,Na,Cl,Na-Cl,148.0,6273.999726115227
198,-27.79452576,151.40165159999998,20.0,18.0,92.0,17.0,249.0,3.9,78.0,18.4,#6aff7d,#ff9e47,#cfffa7,0.9980537950995558,1.481176712610574,4.001780270248921,0.4348015131092656,4.080820569433441,0.12998006972264253,2.200114518781362,0.38307954313600573,6.793994701073451,11.352394074426503,4.436581783358187,102.0413810172383,-4.558399373353051,-0.2512014610591557,Na,HCO3,Na-HCO3,256.8,390.5213810172383
