ObjectID,Latitude,Longitude,Ca,Mg,Na,K,HCO3,CO3,Cl,SO4,cat_hex,an_hex,diamond_hex
200,-27.76143372,151.4346811,46.0,17.0,65.0,4.0,218.0,0.6,95.0,30.0,#e0ffb3,#ffd162,#ffe2f5
201,-27.76466029,151.361499,22.0,14.0,79.0,2.2,194.0,0.5,80.0,20.0,#7cff7e,#ffc854,#d6ffc6
202,-27.73658726,151.3879805,95.0,40.0,75.0,2.0,368.0,1.7,170.0,4.0,#ffd4d3,#ffd839,#ff9be6
203,-27.717358,151.4397519,42.0,29.0,116.0,2.0,397.0,1.3,100.0,10.0,#9cffa4,#ff8634,#f3ffa5
204,-27.78396304,151.3051456,80.0,51.0,206.0,2.0,446.0,2.5,360.0,12.0,#a0ffa4,#cbff39,#d5e0ff
205,-27.76366838,151.3217113,39.0,22.0,36.0,2.6,208.0,0.6,58.0,5.0,#ffedf7,#ff9135,#ff90a1
206,-27.75977333,151.3276271,37.0,21.0,62.0,2.0,211.0,1.3,90.0,0.0,#d0ffca,#ffcb37,#ffd8d0
207,-27.73992841,151.3418584,35.0,20.5,100.0,2.0,245.0,5.3,140.0,2.0,#92ff90,#fff539,#e5ffe0
208,-27.69437713,151.3772112,44.0,26.0,99.0,1.5,366.0,2.9,90.0,5.0,#adffab,#ff8230,#ffffa0
209,-27.67901582,151.43306130000002,42.0,35.0,180.0,2.0,398.0,2.3,180.0,50.0,#77ff87,#ffd55c,#ceffc7
210,-27.68980519,151.2372086,53.0,11.0,38.0,3.0,221.0,0.4,36.0,10.0,#ffc795,#ff5f33,#ffa27c
211,-27.69536046,151.2677637,27.0,10.0,88.0,2.0,253.0,3.3,60.0,12.0,#80ff68,#ff7e39,#d1ff92
212,-27.67869328,151.33304030000002,34.0,18.0,90.0,1.2,315.0,1.2,75.0,2.0,#9aff92,#ff802e,#ecff98
213,-27.65674867,151.36498419999998,41.0,29.0,94.0,3.0,325.0,2.2,95.0,5.0,#b1ffbc,#ff9634,#fff9b2
214,-27.6306374,151.4047057,42.0,27.0,100.0,2.0,384.0,1.2,80.0,9.0,#a9ffad,#ff722f,#fdff95
215,-27.60927282,151.4444887,100.0,144.0,1010.0,8.0,476.0,0.0,1650.0,350.0,#45ff63,#46ff43,#48b7ff
216,-27.72431808,151.3020308,30.0,15.0,80.0,2.5,229.0,1.5,70.0,10.0,#98ff8d,#ff9c3c,#e9ffb6
217,-27.69091526,151.3624844,37.0,32.0,100.0,4.0,308.0,1.6,130.0,0.0,#a5ffbf,#ffca37,#fffed7
218,-27.65543193,151.23740130000002,15.0,11.0,65.0,2.5,200.0,0.6,35.0,0.0,#6fff78,#ff6426,#d2ff74
219,-27.63036032,151.2983183,34.0,16.0,88.0,2.0,314.0,1.5,55.0,5.0,#9cff8d,#ff632a,#e9ff81
220,-27.61829509,151.3208621,36.0,23.0,78.0,2.0,316.0,3.3,60.0,5.0,#b3ffb7,#ff692b,#fff88a
221,-27.61067589,151.3351206,44.0,26.0,99.0,1.5,391.0,2.5,70.0,6.0,#adffab,#ff642a,#ffff85
222,-27.59508218,151.3755394,37.0,23.0,89.0,2.0,337.0,2.3,55.0,5.0,#a6ffa8,#ff5d28,#faff7d
223,-27.62063849,151.254708,22.0,11.0,95.0,1.5,242.0,0.9,80.0,6.0,#68ff60,#ffa738,#c3ff9a
224,-27.60258281,151.2780409,39.0,21.0,100.0,1.5,326.0,1.5,80.0,13.0,#9eff97,#ff8338,#efffa5
225,-27.59313825,151.2969295,34.0,16.0,98.0,2.0,308.0,4.2,70.0,2.0,#90ff82,#ff792d,#e1ff8f
226,-27.58202705,151.3141514,38.0,25.0,105.0,1.3,398.0,2.0,60.0,10.0,#9aff9f,#ff5729,#f1ff7a
227,-27.58980539,151.23415269999998,23.0,11.0,111.0,1.2,314.0,1.5,70.0,4.0,#5eff55,#ff792e,#beff79
228,-27.57580491,151.2602503,22.0,11.0,103.0,1.5,253.0,4.2,70.0,0.0,#61ff59,#ff8e30,#c0ff85
229,-27.54230525,151.26387409999998,40.0,20.0,160.0,1.4,395.0,8.6,135.0,12.0,#6fff67,#ffa639,#caffa0
230,-27.54563841,151.28776269999997,18.0,11.0,79.0,2.0,212.0,0.5,50.0,4.0,#67ff67,#ff7f31,#cbff89
231,-27.51093636,151.2134266,30.0,16.0,110.0,1.5,260.0,1.0,115.0,5.0,#78ff72,#ffd13a,#ceffb9
232,-27.51174977,151.2410965,43.0,25.0,123.0,2.0,317.0,1.1,150.0,15.0,#92ff8f,#ffdc40,#e8ffdc
233,-27.51746069,151.2735711,30.0,17.0,109.0,1.5,361.0,2.3,55.0,8.0,#79ff76,#ff5829,#d6ff72
234,-27.51590563,151.32822099999998,36.0,29.0,83.0,1.5,387.0,1.5,40.0,20.0,#b6ffcc,#ff432d,#fff16e
235,-27.51980449,151.3902606,44.0,44.0,190.0,2.5,457.0,6.2,210.0,40.0,#7cff98,#ffd44d,#dcffd1
236,-27.47148099,151.2578635,28.0,18.0,129.0,1.3,402.0,3.2,60.0,10.0,#66ff68,#ff5629,#cbff6c
237,-27.47709723,151.30015419999998,42.0,32.0,97.0,1.5,421.0,2.7,50.0,35.0,#b4ffc5,#ff4e3c,#fff481
238,-27.42313882,151.21915149999998,27.0,19.0,183.0,0.8,463.0,3.5,115.0,10.0,#4bff50,#ff8332,#b4ff77
239,-27.42341647,151.26470619999998,25.0,20.0,148.0,0.8,421.0,6.0,65.0,15.0,#5aff64,#ff582d,#c3ff6b
240,-27.42948904,151.3151061,29.0,31.0,198.0,2.5,452.0,4.3,150.0,50.0,#58ff6e,#ffa958,#bcff9e
241,-27.43619387,151.36498269999998,60.0,74.0,380.0,4.0,535.0,3.6,550.0,112.0,#61ff82,#adff5c,#9df4ff
242,-27.38980548,151.2347063,4.6,3.4,33.0,1.4,2.4,0.0,70.0,5.0,#47ff4e,#0eff15,#2392ff
243,-27.38591653,151.2705389,25.0,35.0,225.0,1.0,324.0,2.5,240.0,70.0,#4cff6b,#dcff6e,#98ffcd
244,-27.39373066,151.4003529,36.0,66.0,550.0,2.0,762.0,12.0,401.0,285.0,#35ff53,#ffeead,#80ffa0
245,-27.39657216,151.4655194,14.0,21.0,71.0,0.5,313.0,1.8,8.0,7.0,#75ffaf,#ff120f,#e9ff37
246,-27.39856778,151.4988622,21.0,34.0,400.0,1.0,664.0,8.9,330.0,40.0,#2aff3e,#ffe144,#72ff69
247,-27.40084396,151.53306899999998,74.0,96.0,340.0,2.0,569.0,2.0,600.0,42.0,#7bffac,#a4ff3c,#b2d0ff
248,-27.32147229,151.2094281,29.0,21.0,191.0,2.0,292.0,3.1,250.0,5.0,#4eff54,#c4ff38,#91ffbe
249,-27.32885143,151.2597058,66.0,68.0,696.0,2.0,451.0,4.2,1000.0,237.0,#3bff49,#67ff57,#54ebff
250,-27.28425039,151.15859509999999,50.0,30.0,280.0,3.0,576.0,7.6,250.0,55.0,#53ff53,#ffcc50,#a7ff98
251,-27.29952785,151.21220559999998,27.0,15.0,31.0,5.0,181.0,1.0,45.0,0.0,#f5ffec,#ff852e,#ffb593
252,-27.29980563,151.21220559999998,24.0,16.0,37.0,2.4,190.0,0.4,35.0,2.0,#dbffe4,#ff672a,#ffcf84
253,-27.26980556,151.238316,40.0,58.0,660.0,2.0,0.0,7.1,780.0,240.0,#2dff40,#22ff4e,#1baeff
254,-27.2726688,151.27990669999997,220.0,284.0,1510.0,8.0,287.0,0.0,2950.0,400.0,#5cff7e,#20ff29,#3076ff
255,-27.27230624,151.1063736,114.0,80.0,544.0,3.0,608.0,1.0,840.0,120.0,#67ff6d,#88ff4a,#87dfff
256,-27.23675064,151.149428,27.0,17.0,246.0,1.5,447.0,4.9,185.0,55.0,#36ff37,#ffc75c,#81ff72
257,-27.21129042,151.1895696,10.0,8.0,366.0,1.0,635.0,11.0,165.0,70.0,#0fff11,#ff8d55,#63ff36
258,-27.21202811,151.19248269999997,64.0,78.0,624.0,4.0,431.0,4.1,970.0,145.0,#44ff5a,#61ff44,#5cdeff
259,-27.16555922,151.21508559999998,34.0,42.0,646.0,4.0,418.0,4.3,900.0,70.0,#25ff31,#5eff33,#47ffe6
260,-27.16994745,151.22745849999998,93.0,150.0,1160.0,6.4,382.0,4.6,2140.0,83.0,#3cff5a,#29ff19,#3ab5ff
261,-27.15318085,151.23283999999998,110.0,108.0,576.0,8.0,344.0,1.8,1150.0,50.0,#6aff81,#3fff22,#5695ff
262,-27.14425036,151.2613697,48.0,44.0,266.0,3.5,476.0,5.5,320.0,40.0,#63ff75,#ebff48,#b1ffca
263,-27.1388158,151.3338541,7.0,44.0,378.0,5.0,333.0,10.0,510.0,45.0,#23ff4c,#80ff3c,#5fffd8
264,-27.17619526,151.11887240000001,102.0,96.0,550.0,3.0,400.0,4.1,950.0,135.0,#67ff7b,#5dff41,#65adff
265,-27.14841737,151.1597047,56.0,68.0,708.0,5.0,372.0,3.0,1070.0,105.0,#35ff47,#4cff33,#4ae6ff
266,-27.12563958,151.1905372,72.0,80.0,840.0,6.0,408.0,0.0,1340.0,130.0,#37ff47,#44ff2f,#45dbff
267,-27.0940104,151.2395169,25.0,14.0,235.0,1.2,465.0,8.6,170.0,14.0,#33ff31,#ffb03a,#8cff67
268,-27.12008453,151.08387230000002,29.0,28.0,202.0,2.5,408.0,3.0,210.0,25.0,#53ff64,#ffe844,#a3ff9e
269,-27.10548116,151.1185144,90.0,155.0,2040.0,2.0,847.0,0.0,2750.0,510.0,#25ff37,#49ff41,#3af3ff
270,-27.08425108,151.1458153,52.0,60.0,726.0,6.0,396.0,3.2,1070.0,105.0,#2fff3e,#50ff34,#48f4ff
271,-27.07773655,151.0044118,1050.0,970.0,3400.0,5.0,274.0,0.0,9500.0,360.0,#96ffb2,#09ff0b,#2b36ff
272,-27.05619613,151.04415,45.0,36.0,153.0,4.5,442.0,3.3,120.0,37.0,#8bff9b,#ff914b,#e8ffb5
273,-27.05675168,151.0447055,28.0,23.0,268.0,3.0,431.0,3.7,245.0,80.0,#3aff42,#fff96e,#7bff8d
274,-27.04170832,151.0745618,68.0,60.0,524.0,2.0,514.0,4.8,740.0,95.0,#4aff56,#84ff46,#75fffc
275,-27.04341819,151.0774826,94.0,94.0,742.0,4.0,390.0,0.0,1300.0,147.0,#4cff5d,#44ff32,#4cbcff
276,-27.01091828,151.1133149,70.0,80.0,804.0,5.0,390.0,0.0,1260.0,130.0,#39ff4a,#45ff31,#47d9ff
277,-26.98951272,151.15787849999998,46.0,40.0,614.0,3.0,560.0,6.2,690.0,185.0,#2bff33,#9eff6b,#5affc8
278,-26.9657145,151.2068386,17.0,20.0,288.0,2.0,509.0,7.6,230.0,8.0,#28ff34,#ffd139,#77ff60
279,-26.95341216,150.8696195,150.0,114.0,250.0,6.0,538.0,1.9,640.0,12.0,#d7ffec,#95ff33,#c29fff
280,-26.89886977,150.97923280000003,104.0,108.0,968.0,4.0,482.0,0.0,1650.0,105.0,#42ff53,#3fff26,#49caff
281,-26.80272034,150.6772695,72.0,55.0,295.0,2.0,344.0,1.5,460.0,60.0,#78ff84,#8bff47,#92ccff
282,-26.79582329,150.68018759999998,46.0,37.0,218.0,2.0,612.0,5.0,156.0,14.0,#6cff79,#ff8633,#d1ff93
283,-26.78227624,150.6740698,800.0,710.0,4900.0,25.0,415.0,0.0,10300.0,640.0,#5aff6a,#0eff13,#2879ff
284,-26.74223581,150.67992880000003,124.0,148.0,1690.0,4.0,628.0,0.0,2650.0,217.0,#31ff41,#36ff27,#3bd7ff
285,-27.86051304,151.6975999,18.0,40.0,310.0,1.0,555.0,2.9,263.0,10.0,#34ff57,#ffdc3a,#92ff81
286,-27.85562458,151.6942207,210.0,392.0,374.0,2.0,305.0,0.0,1690.0,215.0,#8eaaff,#2cff2a,#7834ff
287,-27.84852819,151.68987380000002,76.0,140.0,680.0,4.0,671.0,0.0,1120.0,22.0,#51ff82,#70ff2c,#80d5ff
288,-27.29925007,151.2127612,22.0,14.0,27.0,2.9,165.0,2.7,27.0,3.5,#f2fff6,#ff5b29,#ffb778
289,-27.53313895,151.206097,37.0,29.0,407.0,4.0,922.0,7.3,200.0,10.0,#32ff37,#ff752d,#9dff58
290,-27.86857762,151.61855500000001,80.0,63.0,107.0,6.0,321.0,0.9,265.0,27.0,#e3f7ff,#c7ff44,#dda6ff
291,-27.868781899999995,151.61870090000002,74.0,56.0,110.0,3.0,260.0,1.0,268.0,33.0,#e1fff9,#a8ff47,#ca9fff
292,-27.69147185,151.2377642,40.0,21.0,38.0,4.1,240.0,2.8,58.0,9.1,#fff0ef,#ff8036,#ff938e
293,-27.88170301,151.64919799999998,64.0,95.0,340.0,1.0,546.0,4.4,525.0,112.0,#72ffa8,#b6ff5e,#b1d6ff
294,-27.87371648,151.6423593,44.0,75.0,445.0,1.0,832.0,7.6,430.0,135.0,#49ff70,#ffea68,#a1ffa8
295,-27.86233526,151.5535472,38.0,23.0,77.0,2.0,325.0,0.9,65.0,10.0,#b8ffb8,#ff6f31,#fff494
296,-27.85309741,151.5705715,23.0,18.0,125.0,1.5,363.0,1.4,65.0,9.0,#5fff6a,#ff652d,#c7ff75
297,-27.73980373,151.4163729,60.0,29.0,80.0,2.0,374.0,1.8,85.0,34.0,#ecffd6,#ff814d,#ffc7a7
298,-27.74341489,151.40665090000002,26.0,94.0,76.0,0.7,495.0,7.9,150.0,9.8,#6090ff,#ff9835,#ff86ad
299,-27.62647125,151.3283179,1.7,0.1,87.2,0.4,78.2,18.5,63.6,9.9,#09ff05,#fff64b,#2eff33
300,-28.00110903,151.7641889,36.0,26.0,42.0,0.8,260.0,0.8,50.0,0.0,#ebeeff,#ff6c29,#ff9d79
301,-27.99179202,151.7675385,36.0,35.0,88.0,2.0,434.0,2.2,45.0,5.0,#b1ffda,#ff3f1e,#ffec5f
302,-27.99131002,151.7676857,27.0,41.0,105.0,2.5,465.0,5.5,63.0,11.0,#87ffd2,#ff4f26,#fffd73
303,-27.98424812,151.7700897,61.0,50.0,52.0,3.5,383.0,3.3,100.0,0.0,#dbc5ff,#ff8a2f,#ff7794
304,-27.79441427,152.0112257,86.0,125.0,112.0,1.0,515.0,1.4,400.0,10.0,#9ea6ff,#d1ff39,#e585ff
305,-27.84350972,152.06452769999999,92.0,133.0,76.0,1.0,575.0,2.1,330.0,0.0,#9684ff,#fffc38,#ff68fd
306,-28.33502835,152.2744533,92.0,61.0,205.0,1.5,660.0,10.0,240.0,17.5,#b3ffba,#ffb039,#fff7ca
307,-28.33241875,152.27071519999998,83.0,57.0,215.0,1.5,494.0,2.8,335.0,30.0,#a4ffac,#e7ff42,#e5edff
308,-28.36336038,152.2081499,108.0,55.0,193.0,1.0,368.0,1.7,410.0,5.0,#caffbc,#9eff33,#bfb0ff
309,-28.36253392,152.20792450000002,41.0,20.0,22.0,2.0,255.0,0.4,20.0,0.0,#ffb6e4,#ff3216,#ff6b3e
310,-28.33650016,152.1281865,57.0,27.0,39.0,2.8,236.0,0.9,110.0,0.0,#ffcee2,#ffda37,#ff8ce6
311,-28.33625119,152.1310783,36.0,15.0,27.0,1.6,187.0,0.2,40.0,2.0,#ffd1d2,#ff752d,#ff807b
312,-28.27145546,152.0927346,79.1,42.5,74.9,2.4,141.6,0.0,294.1,0.0,#ffedf1,#5eff25,#a366ff
313,-28.05776581,151.78958269999998,33.0,15.0,43.0,2.8,207.0,0.2,45.0,7.0,#ecffd0,#ff7734,#ffcf98
314,-28.01174108,151.76984430000002,57.0,20.0,35.0,2.6,293.0,1.0,41.0,11.0,#ffbbbd,#ff532d,#ff7966
315,-28.01027476,151.7660868,48.0,18.0,33.0,2.8,248.0,0.4,41.0,0.0,#ffc7c6,#ff5f25,#ff8669
316,-27.80785928,151.3635967,42.0,47.0,132.0,2.8,451.0,3.0,140.0,20.0,#9affca,#ff9e3c,#fffcbf
317,-27.80758151,151.3635967,43.0,53.0,124.0,2.5,429.0,2.1,170.0,20.0,#a0ffe1,#ffc040,#ffe7d6
318,-27.80702594,151.36609669999999,56.0,32.0,133.0,2.0,377.0,1.6,190.0,12.0,#a7ffa3,#ffe63d,#f9ffef
319,-27.7094266,151.3297217,40.0,20.0,98.0,2.8,258.0,2.8,120.0,0.0,#a2ff96,#ffd737,#f0ffda
320,-27.70870758,151.3326955,17.0,9.4,71.0,1.0,180.0,0.5,64.0,9.7,#6cff67,#ffb141,#c7ffa7
321,-27.752581899999996,151.35192949999998,44.0,24.0,110.0,2.6,295.0,5.8,145.0,2.4,#a0ff9a,#ffdd38,#f2ffe1
322,-27.74401991,151.37434019999998,34.0,16.0,77.0,2.2,212.0,0.6,90.0,10.0,#abff9a,#ffcb40,#f4ffde
323,-28.33730452,152.1264245,63.0,26.0,59.0,3.2,220.0,2.1,139.0,0.0,#ffebd7,#f4ff38,#f9afff
324,-28.27213258,152.08797009999998,90.0,76.0,514.0,20.0,491.0,4.4,865.0,46.0,#5dff6a,#6dff31,#78daff
325,-28.27234077,152.0898201,28.0,48.0,950.0,3.0,512.0,12.0,1340.0,60.0,#19ff26,#50ff28,#38ffdf
326,-27.14786182,151.1588714,7.5,0.5,165.0,0.5,351.0,1.4,66.0,10.0,#14ff0b,#ff692f,#71ff2a
327,-27.16508375,151.2163707,200.0,400.0,2080.0,10.0,408.0,0.0,4420.0,430.0,#4aff7a,#1aff1e,#2f7fff
328,-27.17019839,151.2266502,250.0,390.0,1860.0,10.0,405.0,0.0,4000.0,185.0,#5aff87,#18ff13,#3272ff
329,-27.12397294,151.18831509999998,32.0,30.0,385.0,2.0,475.0,3.3,425.0,75.0,#32ff3c,#beff54,#6cffab
330,-27.54813857,151.2655407,33.5,18.0,95.0,1.4,330.0,6.7,54.0,6.0,#93ff8c,#ff5b28,#e6ff79
331,-27.81313694,151.37720769999999,35.0,20.0,86.0,0.6,290.0,1.4,84.0,13.0,#a3ffa0,#ff963c,#f6ffb8
332,-27.81313695,151.3766522,31.0,19.0,49.0,1.9,210.0,3.8,63.0,9.7,#d6ffd7,#ff973c,#ffcfb3
333,-27.81285919,151.3730411,41.0,26.0,86.0,1.8,340.0,3.2,89.0,7.3,#b7ffba,#ff8933,#fff4a8
334,-27.81147035,151.3683189,60.0,40.0,130.0,2.0,485.0,2.5,140.0,18.0,#b6ffbd,#ff9539,#fff5b7
335,-27.81008149,151.3652634,41.0,38.0,140.0,2.0,364.0,3.4,165.0,18.0,#90ffab,#ffd341,#f0ffdf
336,-27.80591482,151.3683188,18.0,20.0,288.0,1.5,518.0,3.1,205.0,13.0,#29ff35,#ffbf3a,#7eff60
337,-27.81174812,151.3691523,45.0,35.0,79.0,3.5,305.0,5.9,125.0,14.0,#d0ffe7,#ffc03f,#ffc9d1
338,-27.81202589,151.36998559999998,38.0,27.0,79.0,1.0,300.0,7.2,91.0,8.1,#beffca,#ff9636,#ffebb4
339,-27.64786005,151.3263736,31.0,16.5,78.0,1.2,315.0,5.2,45.0,2.0,#a0ff98,#ff5122,#f0ff6e
340,-27.74563149,151.4218801,41.0,26.0,70.0,1.0,329.0,1.7,53.0,32.0,#d0ffd4,#ff6549,#ffdb96
341,-27.81119254,151.373041,44.0,26.0,111.0,1.8,347.0,1.4,100.0,13.0,#a0ff9e,#ff9539,#f4ffb5
342,-27.84788093,151.4012536,36.0,24.0,100.0,1.1,330.0,0.7,94.0,1.9,#9affa0,#ff9532,#f1ffab
343,-27.725314299999997,151.3517822,42.0,22.0,96.0,2.1,280.0,3.7,125.0,2.0,#abffa1,#ffd038,#f8ffdc
344,-27.2614564,151.1755085,10.0,11.0,179.0,1.4,349.0,2.1,99.0,20.0,#24ff2f,#ff9340,#84ff55
345,-27.38099184,151.2159264,26.0,17.0,81.0,1.0,290.0,2.5,59.0,5.3,#8dff91,#ff6f2d,#e7ff8c
346,-27.3898054,151.2994273,25.0,16.0,75.0,1.3,256.0,5.8,50.0,10.0,#8fff92,#ff6a32,#e9ff8d
347,-27.868079499999997,151.4807031,42.5,24.0,41.5,1.4,230.0,2.7,75.0,4.5,#fff0f7,#ffa336,#ff98b4
348,-27.11730668,151.0974832,27.0,28.0,316.0,2.5,428.0,2.1,350.0,60.0,#35ff43,#caff53,#74ffa7
349,-27.4292311,151.270236,29.0,25.0,125.0,0.9,420.0,9.2,65.0,15.0,#78ff8a,#ff572d,#daff77
350,-27.37809938,151.3398899,33.0,40.0,393.0,4.0,422.0,2.2,540.0,48.0,#38ff4a,#8dff3e,#6effd9
351,-27.5444054,151.38781530000003,44.0,33.0,99.0,3.0,422.0,2.2,70.0,15.0,#b6ffc6,#ff5f2f,#fff386
352,-27.22814413,151.3052555,40.0,50.0,654.0,5.0,377.0,3.4,990.0,85.0,#2aff39,#51ff31,#46feff
353,-27.89920855,151.65112130000003,36.8,23.2,65.3,0.9,283.4,1.1,64.6,4.6,#cbffcf,#ff7b2f,#ffe099
354,-27.90602814,151.63712759999999,63.0,45.0,125.0,1.4,525.0,0.4,123.0,12.4,#c4ffd1,#ff7e32,#ffe69f
355,-27.91544581,151.62488100000002,49.0,28.0,65.0,1.5,350.0,5.8,57.0,2.3,#edffe8,#ff5b25,#ffc375
356,-27.28841688,151.1847059,23.0,14.0,174.0,1.5,387.0,4.0,116.0,25.0,#3fff3f,#ff9943,#a1ff76
357,-27.36679028,151.16764569999998,34.0,20.0,172.0,0.2,446.0,2.3,110.0,20.0,#5cff5b,#ff833a,#c1ff87
358,-26.99243382,151.01602590000002,214.0,296.0,1340.0,4.4,328.0,5.4,2940.0,263.0,#65ff8e,#1cff1c,#356bff
359,-28.20519391,151.98782680000002,36.0,26.0,58.0,6.5,140.0,0.2,155.0,4.8,#d5ffe5,#9dff35,#c6a6ff
360,-28.20274381,151.9882754,55.0,38.0,54.0,2.1,325.0,1.6,115.0,2.0,#f1e4ff,#ffb035,#ff94c0
361,-28.20167405,151.98846509999998,39.0,20.0,59.0,2.2,205.0,0.5,100.0,2.0,#dcffce,#ffe139,#ffd6e9
362,-28.19878286,151.9889669,55.0,32.0,59.0,1.2,265.0,1.0,135.0,5.6,#fff9fa,#ffe83b,#ffacf3
363,-28.18473097,151.9913666,220.0,165.0,630.0,9.0,410.0,2.4,1650.0,54.0,#9cffaa,#35ff1d,#4f5bff
364,-27.38281375,151.1860605,40.0,17.5,115.0,1.6,400.0,2.2,69.0,6.6,#90ff7e,#ff6129,#dfff7c
365,-27.38286105,151.19229909999999,23.0,13.0,103.0,1.0,268.0,6.7,70.0,3.3,#66ff63,#ff8530,#c8ff89
366,-27.38595688,151.2112457,33.0,19.0,108.0,1.4,287.0,2.5,104.0,5.6,#84ff81,#ffb238,#dfffb9
367,-27.38428239,151.2394138,36.0,28.0,93.0,1.4,345.0,3.8,90.0,10.0,#a8ffba,#ff8835,#ffffaa
368,-27.38040767,151.2481634,13.0,9.6,48.5,2.5,155.0,0.8,30.0,5.0,#7dff88,#ff6b31,#ddff89
369,-27.39315426,151.339741,37.5,60.0,680.0,1.8,365.0,11.5,860.0,320.0,#2bff40,#6aff6c,#48f7ff
370,-27.39328526,151.357722,12.0,18.0,370.0,1.5,450.0,10.5,255.0,185.0,#19ff24,#fff6b3,#4cff72
371,-27.39356624,151.38390880000003,28.0,61.0,760.0,2.6,540.0,18.5,760.0,510.0,#23ff39,#a3ffab,#4effe0
372,-27.39638487,151.4421743,68.0,134.0,839.0,2.0,729.0,3.6,1120.0,300.0,#41ff69,#87ff67,#70ebff
373,-27.39853301,151.4948449,24.0,41.0,400.0,1.4,650.0,10.0,400.0,37.0,#30ff49,#fbff42,#76ff7f
374,-27.39879456,151.521587,32.0,41.0,365.0,1.0,600.0,9.4,395.0,31.0,#3cff51,#efff40,#84ff93
375,-27.43083997,151.2683461,23.0,25.0,125.0,0.9,395.0,8.7,73.0,13.0,#6aff87,#ff652f,#d4ff7f
376,-27.19341675,151.3169249,108.0,104.0,890.0,3.7,565.0,21.0,1400.0,147.0,#48ff57,#5aff38,#5cdbff
377,-27.22768913,151.2453315,35.0,45.0,664.0,4.3,399.0,10.0,947.0,66.0,#25ff33,#59ff2f,#47ffed
378,-27.22773469,151.2467409,506.0,597.0,2750.0,7.5,224.0,1.1,6200.0,520.0,#6cff8f,#10ff19,#2a5aff
379,-27.277455199999995,151.3430174,67.0,125.0,918.0,3.5,515.0,7.3,1380.0,254.0,#3bff5c,#57ff47,#52d4ff
380,-27.278183600000002,151.3427597,43.0,54.0,683.0,4.8,350.0,10.0,1050.0,85.0,#2cff3b,#4bff2e,#44f6ff
381,-27.19055167,151.275578,32.0,56.0,530.0,3.6,330.0,9.2,790.0,68.0,#31ff4a,#5aff34,#53f7ff
382,-27.191074600000004,151.27497019999998,60.0,75.0,560.0,4.0,430.0,8.0,870.0,115.0,#47ff5f,#69ff42,#65e2ff
383,-27.160415500000003,151.15727900000002,20.5,15.5,57.0,1.6,155.0,0.6,76.0,3.9,#9effad,#ffe23b,#f7ffea
384,-28.14666289,151.878122,51.4,26.7,53.6,1.5,364.1,1.6,35.6,0.6,#fff6ef,#ff3c1a,#ffaf54
385,-28.15421363,151.8766905,56.9,33.7,64.4,1.3,390.0,1.9,64.4,0.7,#fffffc,#ff5e25,#ffab72
386,-28.16330747,151.87509680000002,29.0,16.0,57.0,1.6,245.0,1.9,38.0,9.3,#bdffb6,#ff5a2f,#fff682
387,-28.1383656,151.87959180000001,41.0,30.0,170.0,1.6,365.0,3.1,195.0,9.2,#75ff7e,#ffee3b,#caffc3
388,-28.21460488,152.0468103,471.0,279.0,753.5,5.7,643.7,4.1,2336.0,93.8,#d7ffd5,#3bff20,#6e51ff
389,-27.43282588,151.4029678,120.0,290.0,1700.0,3.5,365.0,8.8,3100.0,710.0,#3eff6d,#2eff41,#3093ff
390,-27.53056396,151.50367590000002,604.0,577.7,3647.0,15.7,308.2,2.0,7400.0,933.3,#5eff71,#16ff24,#2973ff
391,-27.17047715,151.149574,17.5,11.5,125.0,2.1,325.0,3.3,64.0,12.0,#45ff47,#ff6c32,#b0ff69
392,-27.16974859,151.1495182,19.0,13.0,85.0,1.3,245.0,3.3,47.0,4.3,#6bff70,#ff692c,#cfff7b
393,-27.16863576,151.151592,20.5,16.0,50.0,1.5,145.0,0.2,79.0,4.3,#aeffc0,#fff43c,#fff8fb
394,-27.17323694,151.1581085,25.0,19.0,58.0,1.6,220.0,1.7,49.0,4.2,#b3ffc4,#ff782f,#fff599
395,-27.18397278,151.1605384,24.5,20.5,89.0,1.8,215.0,2.1,125.0,3.8,#86ff99,#fffc3a,#dbffdc
396,-27.179085200000003,151.1573954,25.0,20.0,65.0,1.8,183.0,0.1,95.0,4.0,#a8ffbb,#ffec3b,#fffef5
397,-27.18186564,151.15734530000003,16.0,13.0,69.0,1.4,210.0,0.1,45.0,6.5,#75ff83,#ff7633,#d8ff8e
398,-27.18365638,151.15022240000002,21.0,14.0,109.0,1.5,333.0,0.8,33.0,7.1,#5dff61,#ff3d20,#c5ff54
399,-27.18705386,151.1518164,15.0,11.0,133.0,1.3,365.0,3.0,28.0,13.1,#3bff40,#ff3221,#acff41
400,-27.19271558,151.1479302,25.0,17.5,150.0,1.9,400.0,11.0,74.0,31.0,#53ff59,#ff6941,#bcff77
401,-27.20619488,151.176094,55.0,43.0,316.0,2.2,441.0,0.8,391.0,20.0,#5bff65,#bcff3b,#9effd9
402,-27.23036132,151.19831619999997,15.0,13.0,222.0,1.5,407.0,2.3,148.0,16.5,#27ff2e,#ffb33d,#7dff5b
403,-27.25426102,151.2009176,11.5,8.4,185.0,1.3,415.0,8.6,84.0,4.9,#21ff24,#ff6d2b,#8cff43
404,-27.24586969,151.20779419999997,9.6,9.5,255.0,1.3,570.0,12.5,83.0,45.5,#17ff1d,#ff593e,#82ff37
